Wavelength, W/m2 
603.397, 0.0071 
603.747, 0.0063 
604.096, 0.0070 
604.446, 0.0054 
604.796, 0.0064 
605.145, 0.0061 
605.495, 0.0062 
605.844, 0.0068 
606.194, 0.0055 
606.543, 0.0054 
606.893, 0.0062 
607.242, 0.0058 
607.591, 0.0068 
607.94, 0.0067 
608.29, 0.0065 
608.639, 0.0065 
608.988, 0.0065 
609.337, 0.0073 
609.686, 0.0070 
610.035, 0.0076 
610.384, 0.0096 
610.733, 0.0084 
611.081, 0.0088 
611.43, 0.0086 
611.779, 0.0077 
612.127, 0.0086 
612.476, 0.0077 
612.825, 0.0069 
613.173, 0.0073 
613.522, 0.0065 
613.87, 0.0074 
614.218, 0.0062 
614.567, 0.0066 
614.915, 0.0066 
615.263, 0.0068 
615.611, 0.0055 
615.96, 0.0064 
616.308, 0.0067 
616.656, 0.0064 
617.004, 0.0075 
617.352, 0.0062 
617.7, 0.0063 
618.047, 0.0070 
618.395, 0.0071 
618.743, 0.0066 
619.091, 0.0063 
619.438, 0.0069 
619.786, 0.0065 
620.134, 0.0052 
620.481, 0.0069 
620.829, 0.0060 
621.176, 0.0072 
621.523, 0.0064 
621.871, 0.0063 
622.218, 0.0058 
622.565, 0.0064 
622.912, 0.0071 
623.259, 0.0064 
623.607, 0.0061 
623.954, 0.0066 
624.301, 0.0060 
624.648, 0.0054 
624.994, 0.0064 
625.341, 0.0067 
625.688, 0.0057 
626.035, 0.0063 
626.382, 0.0072 
626.728, 0.0066 
627.075, 0.0062 
627.421, 0.0054 
627.768, 0.0062 
628.114, 0.0056 
628.461, 0.0072 
628.807, 0.0063 
629.154, 0.0065 
629.5, 0.0064 
629.846, 0.0068 
630.192, 0.0050 
630.538, 0.0067 
630.884, 0.0069 
631.231, 0.0071 
631.577, 0.0060 
631.922, 0.0052 
632.268, 0.0059 
632.614, 0.0070 
632.96, 0.0066 
633.306, 0.0057 
633.651, 0.0070 
633.997, 0.0064 
634.343, 0.0062 
634.688, 0.0061 
635.034, 0.0066 
635.379, 0.0059 
635.725, 0.0071 
636.07, 0.0069 
