Wavelength, W/m2 
490.926, 0.1088 
491.29, 0.1022 
491.654, 0.0990 
492.018, 0.0978 
492.382, 0.0929 
492.746, 0.0905 
493.11, 0.0880 
493.474, 0.0853 
493.837, 0.0799 
494.201, 0.0778 
494.565, 0.0756 
494.928, 0.0735 
495.292, 0.0711 
495.656, 0.0703 
496.019, 0.0682 
496.383, 0.0649 
496.746, 0.0605 
497.109, 0.0604 
497.473, 0.0566 
497.836, 0.0569 
498.199, 0.0548 
498.563, 0.0506 
498.926, 0.0495 
499.289, 0.0481 
499.652, 0.0469 
500.015, 0.0449 
500.378, 0.0422 
500.741, 0.0422 
501.104, 0.0416 
501.467, 0.0382 
501.829, 0.0386 
502.192, 0.0379 
502.555, 0.0345 
502.918, 0.0346 
503.28, 0.0343 
503.643, 0.0331 
504.005, 0.0325 
504.368, 0.0303 
504.73, 0.0285 
505.093, 0.0289 
505.455, 0.0272 
505.817, 0.0273 
506.18, 0.0265 
506.542, 0.0271 
506.904, 0.0255 
507.266, 0.0263 
507.628, 0.0244 
507.991, 0.0248 
508.353, 0.0235 
508.715, 0.0220 
509.076, 0.0220 
509.438, 0.0221 
509.8, 0.0207 
510.162, 0.0197 
510.524, 0.0196 
510.885, 0.0201 
511.247, 0.0188 
511.609, 0.0179 
511.97, 0.0185 
512.332, 0.0190 
512.693, 0.0183 
513.055, 0.0181 
513.416, 0.0171 
513.778, 0.0167 
514.139, 0.0166 
514.5, 0.0160 
514.861, 0.0147 
515.223, 0.0155 
515.584, 0.0142 
515.945, 0.0160 
516.306, 0.0150 
516.667, 0.0149 
517.028, 0.0144 
517.389, 0.0153 
517.75, 0.0145 
518.11, 0.0137 
518.471, 0.0143 
518.832, 0.0134 
519.193, 0.0129 
519.553, 0.0132 
519.914, 0.0124 
520.274, 0.0128 
520.635, 0.0123 
520.995, 0.0132 
521.356, 0.0125 
521.716, 0.0119 
522.076, 0.0130 
522.437, 0.0123 
522.797, 0.0126 
523.157, 0.0123 
523.517, 0.0110 
523.877, 0.0109 
524.238, 0.0114 
524.598, 0.0121 
524.958, 0.0108 
525.317, 0.0114 
525.677, 0.0103 
526.037, 0.0113 
526.397, 0.0113 
526.757, 0.0109 
527.116, 0.0102 
527.476, 0.0108 
527.836, 0.0109 
528.195, 0.0096 
528.555, 0.0093 
528.914, 0.0103 
529.274, 0.0113 
529.633, 0.0109 
529.993, 0.0102 
530.352, 0.0102 
530.711, 0.0102 
531.07, 0.0096 
531.429, 0.0100 
531.789, 0.0098 
532.148, 0.0096 
532.507, 0.0097 
532.866, 0.0093 
533.225, 0.0090 
533.584, 0.0101 
533.942, 0.0101 
534.301, 0.0089 
534.66, 0.0098 
535.019, 0.0097 
535.377, 0.0088 
535.736, 0.0098 
536.095, 0.0099 
536.453, 0.0089 
536.812, 0.0087 
537.17, 0.0091 
537.528, 0.0105 
537.887, 0.0093 
538.245, 0.0091 
538.603, 0.0106 
538.962, 0.0104 
539.32, 0.0115 
539.678, 0.0130 
540.036, 0.0129 
540.394, 0.0153 
540.752, 0.0175 
541.11, 0.0180 
541.468, 0.0184 
541.826, 0.0163 
542.184, 0.0158 
542.541, 0.0162 
542.899, 0.0156 
543.257, 0.0145 
543.614, 0.0153 
543.972, 0.0145 
544.33, 0.0153 
544.687, 0.0187 
545.045, 0.0250 
545.402, 0.0266 
545.759, 0.0249 
546.117, 0.0197 
546.474, 0.0161 
546.831, 0.0151 
547.188, 0.0138 
547.546, 0.0122 
547.903, 0.0125 
548.26, 0.0119 
548.617, 0.0102 
548.974, 0.0113 
549.331, 0.0111 
549.687, 0.0107 
550.044, 0.0102 
550.401, 0.0092 
550.758, 0.0083 
551.114, 0.0084 
551.471, 0.0091 
551.828, 0.0095 
552.184, 0.0090 
552.541, 0.0086 
552.897, 0.0092 
553.254, 0.0082 
553.61, 0.0083 
553.966, 0.0084 
554.323, 0.0075 
554.679, 0.0077 
555.035, 0.0091 
555.391, 0.0075 
555.747, 0.0080 
556.103, 0.0077 
556.459, 0.0070 
556.815, 0.0075 
557.171, 0.0069 
557.527, 0.0067 
557.883, 0.0066 
558.239, 0.0067 
558.594, 0.0068 
558.95, 0.0072 
559.306, 0.0070 
559.661, 0.0084 
560.017, 0.0068 
560.372, 0.0075 
560.728, 0.0071 
561.083, 0.0076 
561.438, 0.0072 
561.794, 0.0081 
562.149, 0.0063 
