Wavelength, W/m2 
600.597,0.3905
600.947,0.3844
601.297,0.3877
601.647,0.3885
601.997,0.3887
602.347,0.386
602.697,0.3896
603.047,0.389
603.397,0.3846
603.747,0.3913
604.096,0.3841
604.446,0.3923
604.796,0.3964
605.145,0.3977
605.495,0.3979
605.844,0.392
606.194,0.3972
606.543,0.3992
606.893,0.3995
607.242,0.3975
607.591,0.3969
607.94,0.3979
608.29,0.3997
608.639,0.3967
608.988,0.4002
609.337,0.4029
609.686,0.4011
610.035,0.4042
610.384,0.4049
610.733,0.4093
611.081,0.403
611.43,0.4121
611.779,0.4107
612.127,0.4095
612.476,0.4079
612.825,0.4096
613.173,0.4038
613.522,0.4124
613.87,0.4016
614.218,0.4127
614.567,0.4149
614.915,0.4133
615.263,0.4074
615.611,0.4113
615.96,0.4097
616.308,0.4127
616.656,0.4141
617.004,0.4161
617.352,0.4126
617.7,0.4129
618.047,0.4129
618.395,0.4147
618.743,0.4173
619.091,0.416
619.438,0.4177
619.786,0.4154
620.134,0.4149
620.481,0.4189
620.829,0.4141
621.176,0.4171
621.523,0.4159
621.871,0.4187
622.218,0.415
622.565,0.4167
622.912,0.4149
623.259,0.4222
623.607,0.4162
623.954,0.4205
624.301,0.417
624.648,0.4109
624.994,0.419
625.341,0.4152
625.688,0.4154
626.035,0.4193
626.382,0.4132
626.728,0.4193
627.075,0.4155
627.421,0.4216
627.768,0.4167
628.114,0.4135
628.461,0.4194
628.807,0.4075
629.154,0.4092
629.5,0.4142
629.846,0.4193
630.192,0.4126
630.538,0.41
630.884,0.4121
631.231,0.4138
631.577,0.4108
631.922,0.4119
632.268,0.4133
632.614,0.4073
632.96,0.4099
633.306,0.4082
633.651,0.4082
633.997,0.4112
634.343,0.407
634.688,0.4086
635.034,0.4016
635.379,0.4027
635.725,0.4005
636.07,0.3985
636.415,0.4041
636.761,0.3938
637.106,0.3998
637.451,0.3949
637.796,0.3981
638.141,0.3942
638.486,0.3968
638.831,0.3906
639.176,0.3922
639.521,0.3935
639.866,0.3935
640.211,0.3867
640.555,0.391
640.9,0.38
641.245,0.3857
641.589,0.3843
641.934,0.3885
642.278,0.3824
642.623,0.3851
642.967,0.3798
643.312,0.3769
643.656,0.3748
644,0.3736
644.344,0.3747
644.689,0.3753
645.033,0.3691
645.377,0.371
645.721,0.3674
646.065,0.3682
646.409,0.3641
646.753,0.3672
647.096,0.3618
647.44,0.3561
647.784,0.3624
648.128,0.3585
648.471,0.3594
648.815,0.3596
649.158,0.3508
649.502,0.349
649.845,0.3561
650.189,0.3492
650.532,0.3523
650.875,0.3473
651.218,0.3496
651.562,0.3415
651.905,0.343
652.248,0.3377
652.591,0.3346
652.934,0.3397
653.277,0.3298
653.62,0.3339
653.963,0.3332
654.305,0.3316
654.648,0.3274
654.991,0.3354
655.334,0.3265
655.676,0.3227
656.019,0.3253
656.361,0.3244
656.704,0.3155
657.046,0.3104
657.389,0.3179
657.731,0.3203
658.073,0.3153
658.415,0.3136
658.757,0.3043
659.1,0.3095
659.442,0.3033
659.784,0.3024
660.126,0.3013
660.468,0.3031
660.809,0.2946
661.151,0.2987
661.493,0.2945
661.835,0.2953
662.177,0.2903
662.518,0.2933
662.86,0.2819
663.201,0.2871
663.543,0.2815
663.884,0.2792
664.226,0.2774
664.567,0.2721
664.908,0.2768
665.249,0.2773
665.591,0.2739
665.932,0.2734
666.273,0.2666
666.614,0.276
666.955,0.2649
667.296,0.2696
667.637,0.2632
667.978,0.2606
668.318,0.2591
668.659,0.262
669,0.2577
669.341,0.2534
669.681,0.2554
670.022,0.2496
670.362,0.2523
670.703,0.2475
671.043,0.2458
671.383,0.2461
671.724,0.2479
672.064,0.2443
672.404,0.2402
672.744,0.237
673.085,0.2352
673.425,0.2362
673.765,0.2365
674.105,0.2359
674.444,0.2326
674.784,0.227
675.124,0.2285
675.464,0.2274
675.804,0.2249
676.143,0.2221
676.483,0.2174
676.823,0.2189
677.162,0.2203
677.501,0.2175
677.841,0.2182
678.18,0.2116
678.52,0.2104
678.859,0.2108
679.198,0.2098
679.537,0.2044
